assists,back_passes,blocked_passes,blocked_shots,clearances,crosses,diagonal_passes,dribbles,fouls,foulsconceded,goals,id,interceptions,key_passes,lateral_passes,long_passes,minutesPlayed,name,offsides,passes,position,possession_time,red_cards,saves,season,short_passes,shots,shots_on_target,succ_long_passes,succ_passes,succ_short_passes,tackles,through_passes,touches,yellow_cards
0,4,1,0,3,0,7,0,2,3,0,1149,4,0,2,4,90,艾迪,0,18,后卫,177,0,0,2014,14,0,0,1,8,7,1,5,16,1
0,13,0,0,0,0,33,1,3,0,0,1083,4,1,22,6,90,马季奇,0,78,中场,253,0,0,2014,72,0,0,3,67,64,4,10,59,0
0,7,0,0,2,0,14,0,2,1,0,1151,2,1,3,2,66,吕鹏,0,30,中场,66,0,0,2014,28,0,0,1,23,22,4,6,13,0
0,14,1,0,0,12,16,0,1,2,0,1085,2,0,6,2,72,张稀哲,0,38,中场,198,0,0,2014,36,0,0,1,27,26,1,2,34,0
0,5,3,0,0,1,7,0,1,1,0,1153,1,0,2,3,79,周通,0,16,中场,55,0,0,2014,13,2,2,0,11,11,3,2,12,0
0,5,3,0,3,0,14,0,3,5,0,1158,0,1,4,5,90,于大宝,3,24,中场,186,0,0,2014,19,1,0,2,15,13,1,1,27,0
0,6,0,1,0,0,2,0,2,1,0,1090,0,0,6,0,54,邵佳一,0,14,中场,45,0,0,2014,14,2,1,0,12,12,0,0,12,0
0,0,0,0,0,0,4,0,0,0,0,1137,0,0,0,1,90,张翀,0,4,门将,53,0,1,2014,3,0,0,0,3,3,0,0,2,0
0,0,0,0,0,0,8,0,0,0,0,1104,0,0,0,4,90,张烈,0,11,门将,158,0,0,2014,7,0,0,1,8,7,0,3,3,1
0,5,0,0,1,1,7,0,1,1,0,1106,0,0,0,1,52,张成林,0,14,后卫,80,0,0,2014,13,1,0,1,9,8,0,2,11,1
0,0,0,0,0,0,0,0,0,0,0,1096,0,0,0,0,1,朴成,0,0,中场,0,0,0,2014,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,5,1,0,1,0,1162,1,0,1,1,90,孙铂,0,14,中场,38,0,0,2014,13,0,0,0,10,10,2,1,7,0
0,25,2,0,0,1,29,0,0,3,1,1096,0,2,17,6,90,朴成,0,74,中场,265,0,0,2014,68,2,1,3,64,61,7,3,60,0
0,3,3,0,4,0,13,0,1,1,0,1165,4,0,2,4,90,赵宏略,0,24,前锋,159,0,0,2014,20,0,0,1,15,14,3,6,18,0
0,11,1,0,0,1,10,1,1,1,1,1167,1,1,4,1,90,布鲁诺,0,25,前锋,98,0,0,2014,24,2,1,0,16,16,0,0,20,0
1,18,1,0,0,1,11,2,4,1,0,1101,0,1,11,1,90,达扬诺维奇,2,43,前锋,122,0,0,2014,42,3,1,0,29,29,2,3,46,0
0,11,0,0,0,2,13,0,2,2,0,1102,1,3,9,0,83,张呈栋,1,36,前锋,119,0,0,2014,36,1,1,0,23,23,1,3,38,1
0,4,0,0,0,1,3,0,0,0,0,1152,1,0,2,2,24,陈涛,0,11,中场,47,0,0,2014,9,0,0,1,7,6,0,2,1,0
0,3,1,0,0,0,1,2,0,3,0,1086,1,0,2,0,18,宋博轩,0,6,中场,39,0,0,2014,6,0,0,0,5,5,1,0,4,0
0,9,0,0,0,2,2,0,1,5,0,2575,0,0,4,0,81,,1,15,,105,0,0,2014,15,2,1,0,11,11,0,0,20,0
0,0,0,0,0,0,9,0,0,0,0,1337,0,0,0,3,90,宗磊,0,10,门将,88,0,1,2014,7,0,0,2,9,7,0,1,4,0
0,0,0,0,0,0,8,0,0,0,0,1207,0,0,1,2,90,刘殿座,0,11,门将,139,0,3,2014,9,0,0,2,11,9,0,2,7,0
0,1,0,0,2,0,19,0,2,0,0,1142,5,0,8,0,90,贝克曼,0,37,后卫,129,0,0,2014,37,1,0,0,30,30,2,9,17,0
0,0,0,0,0,0,0,0,1,0,0,1163,0,0,0,0,11,孙国文,0,0,中场,0,0,0,2014,0,0,0,0,0,0,0,0,0,0
0,3,1,0,0,0,8,0,1,1,0,1164,0,0,0,1,34,张佳祺,0,14,中场,41,0,0,2014,13,0,0,0,5,5,3,3,5,0
1,7,1,0,0,1,6,0,0,0,2,1099,1,0,2,1,36,费祖拉胡,0,16,前锋,30,0,0,2014,15,2,2,1,14,13,0,1,15,0
0,0,0,0,0,1,1,0,0,0,1,1100,0,0,0,0,7,陈志钊,0,1,前锋,9,0,0,2014,1,1,1,0,0,0,0,0,1,1
0,0,0,0,0,0,6,0,0,1,0,1474,0,0,0,7,90,周亚君,0,11,门将,184,0,5,2014,4,0,0,5,9,4,0,5,12,1
0,9,0,0,2,0,12,0,4,2,0,1209,4,0,2,1,90,姜嘉俊,0,34,后卫,146,0,0,2014,33,0,0,1,26,25,2,11,23,0
0,7,1,0,4,1,20,0,2,1,0,1341,6,0,8,7,90,埃德尔.利马,0,41,后卫,193,0,0,2014,34,0,0,2,33,31,2,6,23,0
0,9,2,0,2,6,6,1,2,2,0,1211,5,0,4,4,90,孙凯,0,28,后卫,187,0,0,2014,24,1,0,3,22,19,1,9,21,0
0,2,0,0,2,0,16,0,4,3,0,1342,7,0,11,6,90,李玮峰,0,36,后卫,168,0,0,2014,30,3,0,5,30,25,5,7,22,0
0,7,1,0,0,1,14,0,1,0,0,1343,2,1,8,4,90,聊博超,0,32,后卫,161,0,0,2014,28,1,1,3,27,24,1,3,27,0
0,7,3,0,2,1,15,0,0,0,0,1345,4,0,5,3,90,白岳峰,0,32,后卫,114,0,0,2014,29,0,0,1,21,20,0,5,22,0
0,6,2,0,2,0,20,0,3,0,0,1352,3,0,11,5,90,周海滨,0,44,后卫,191,0,0,2014,39,1,1,1,31,30,1,7,39,0
0,10,4,0,0,6,8,0,2,2,0,1353,3,1,4,4,65,杜震宇,0,25,中场,157,0,0,2014,21,1,1,2,16,14,1,3,23,1
0,12,1,0,0,1,5,1,1,3,0,1356,1,1,8,0,90,胡人天,1,28,中场,105,0,0,2014,28,0,0,0,21,21,0,3,27,0
0,5,1,0,0,0,17,0,0,0,0,1357,0,0,1,1,45,王新欣,1,24,中场,78,0,0,2014,23,0,0,1,16,15,1,1,21,0
0,13,1,0,3,0,18,0,1,1,0,1220,3,0,10,2,90,叶重秋,0,52,中场,168,0,0,2014,50,0,0,1,46,45,3,11,39,1
0,21,3,0,1,1,34,0,3,1,0,1221,5,0,9,10,90,于涛,0,69,中场,274,0,0,2014,59,0,0,7,62,55,0,5,61,0
0,0,0,0,0,0,7,0,0,1,0,1405,0,0,0,5,90,邓小飞,0,11,门将,131,0,3,2014,6,0,0,4,10,6,0,4,6,1
0,5,0,1,3,0,25,2,1,1,0,1143,3,0,8,5,90,晋鹏翔,0,47,后卫,207,0,0,2014,42,1,0,3,42,39,1,9,36,0
0,6,0,0,0,1,17,0,1,0,0,1144,3,1,10,3,59,朱晓刚,0,41,后卫,116,0,0,2014,38,1,0,0,30,30,0,8,37,0
0,0,0,0,5,2,23,0,1,1,0,1107,6,1,3,12,90,孙继海,0,33,后卫,235,0,0,2014,21,0,0,8,25,17,3,7,23,0
0,9,0,0,1,0,10,0,2,1,0,1110,7,0,3,2,88,陈昌源,0,26,后卫,141,0,0,2014,24,0,0,2,23,21,1,4,17,0
0,12,1,1,4,2,11,0,0,2,0,1149,3,0,2,5,90,艾迪,0,30,后卫,196,0,0,2014,25,1,0,2,23,21,3,5,28,0
1,4,0,0,7,0,8,0,1,0,0,1114,9,0,6,1,90,萨利,0,25,中场,130,0,0,2014,24,1,0,1,16,15,1,7,9,0
0,7,1,0,1,2,8,0,3,1,0,1115,0,0,2,2,90,范云龙,0,20,中场,82,0,0,2014,18,1,0,2,15,13,4,3,18,0
0,13,2,0,1,0,7,0,2,2,1,1119,1,2,5,1,90,尤里,3,26,中场,146,0,0,2014,25,3,2,1,14,13,5,1,24,0
0,0,0,0,0,0,9,0,0,0,0,1035,0,0,1,4,90,王大雷,0,12,门将,146,0,0,2014,8,0,0,1,7,6,0,2,11,0
0,5,0,0,5,0,26,0,1,0,0,1038,6,1,7,7,90,杜威,0,43,后卫,159,0,0,2014,36,1,1,4,36,32,0,5,22,0
0,11,6,0,0,1,13,0,1,1,0,1224,5,0,9,2,90,刘峻楠,3,36,中场,129,0,0,2014,34,1,0,2,25,23,2,3,31,0
0,17,1,0,0,1,10,0,1,2,0,1225,0,0,1,0,58,张煜东,0,31,中场,84,0,0,2014,31,0,0,0,27,27,0,3,30,0
0,2,0,0,5,0,25,0,0,0,0,1226,6,1,9,12,90,乔尼,0,49,中场,231,0,0,2014,37,1,0,5,41,36,1,13,40,0
0,15,1,0,0,1,4,0,2,0,0,1227,1,1,8,0,88,杨家威,0,31,中场,139,0,0,2014,31,1,0,0,25,25,2,4,30,0
0,7,0,0,0,0,13,0,0,3,0,1365,1,0,2,1,90,巴雷,0,26,前锋,117,0,0,2014,25,4,2,1,17,16,0,4,22,0
0,3,0,0,0,0,3,0,0,0,0,1367,0,0,1,0,45,瓦伦西亚,1,7,前锋,34,0,0,2014,7,1,0,0,6,6,0,0,5,0
0,8,0,0,4,0,21,0,1,0,0,1235,5,0,15,6,90,林庾焕,1,55,前锋,208,0,0,2014,49,0,0,3,49,46,1,11,38,0
0,0,0,0,1,0,8,0,0,0,0,1035,0,0,0,4,90,王大雷,0,11,门将,101,0,2,2014,7,0,0,2,9,7,0,3,8,0
0,10,1,0,1,0,10,0,0,3,0,1120,3,0,10,1,90,陈杰,0,33,中场,115,0,0,2014,32,0,0,0,25,25,2,3,28,0
0,25,0,0,0,1,12,1,1,2,0,1022,3,1,3,3,90,于汉超,0,43,中场,176,0,0,2014,40,1,1,2,38,36,2,3,36,0
0,13,2,2,1,0,12,0,2,1,0,1158,2,0,5,0,90,于大宝,1,37,中场,126,0,0,2014,37,4,0,0,24,24,2,7,32,0
0,10,0,0,0,3,20,0,0,2,0,1431,4,2,8,2,90,杨昊,0,45,中场,128,0,0,2014,43,0,0,2,39,37,4,7,31,0
0,4,1,0,0,2,4,1,0,2,0,1162,1,1,3,1,45,孙铂,0,13,中场,80,0,0,2014,12,0,0,1,9,8,1,2,16,0
0,4,4,0,3,1,8,0,3,3,0,1124,4,0,6,6,90,饶伟辉,0,26,中场,152,0,0,2014,20,0,0,1,14,13,3,8,22,0
0,16,0,0,2,0,25,0,3,2,0,1164,7,0,11,9,90,张佳祺,0,58,中场,201,0,0,2014,49,3,0,4,50,46,2,6,39,0
0,12,2,0,4,0,20,0,4,1,0,1165,7,0,2,3,90,赵宏略,0,43,前锋,221,0,0,2014,40,1,0,2,37,35,2,9,33,0
0,9,1,0,0,1,13,0,2,3,1,1167,1,1,6,2,90,布鲁诺,0,30,前锋,186,0,0,2014,28,1,1,1,22,21,1,2,28,0
0,10,0,0,1,0,3,0,1,1,0,1133,0,1,2,0,62,曲波,0,16,前锋,53,0,0,2014,16,0,0,0,14,14,1,1,14,0
0,0,0,0,0,0,0,0,0,1,0,1109,0,0,0,0,2,刘天祺,0,0,后卫,11,0,0,2014,0,0,0,0,0,0,0,0,0,0
0,8,1,0,0,1,3,1,2,0,0,2575,0,1,2,0,45,,0,14,,59,0,0,2014,14,0,0,0,13,13,0,1,12,0
0,0,0,0,0,0,10,0,0,0,0,1299,0,0,1,6,90,张鹭,0,12,门将,232,0,0,2014,6,0,0,3,9,6,0,1,5,1
0,0,0,0,1,0,3,0,0,0,0,1207,0,0,2,1,90,刘殿座,0,7,门将,107,0,0,2014,6,0,0,0,6,6,0,2,5,0
0,7,1,0,1,4,11,0,0,1,0,1209,5,0,6,4,90,姜嘉俊,0,29,后卫,157,0,0,2014,25,1,0,2,18,16,4,5,21,1
0,8,0,0,9,0,8,0,1,2,0,1478,1,0,3,2,90,桑科,0,21,后卫,120,0,0,2014,19,0,0,0,14,14,3,2,11,0
0,5,0,1,1,0,8,0,2,0,0,1355,4,0,10,0,45,李本舰,0,28,中场,90,0,0,2014,28,1,0,0,25,25,3,5,17,0
0,3,1,0,0,1,10,1,0,2,0,1358,0,4,4,1,45,安德烈齐尼奥,0,18,中场,96,0,0,2014,17,1,1,1,16,15,0,1,14,0
0,0,0,0,0,0,0,0,0,0,0,1222,0,0,0,0,2,吴毅瑧,0,0,中场,0,0,0,2014,0,0,0,0,0,0,0,0,1,0
0,3,1,0,0,2,5,0,0,1,0,1223,1,0,4,1,32,王赟,0,18,中场,104,0,0,2014,17,0,0,1,13,12,0,6,14,0
0,1,0,0,0,0,1,0,0,0,0,1233,0,0,0,0,9,达洛维奇,1,2,前锋,11,0,0,2014,2,0,0,0,1,1,0,0,4,0
0,7,0,0,0,1,1,0,0,1,0,1368,0,0,0,2,25,惠家康,0,9,前锋,47,0,0,2014,7,0,0,0,7,7,0,1,9,1
0,1,1,0,7,0,18,0,2,1,1,1409,7,0,1,2,90,埃雷尔森,0,23,后卫,125,0,0,2014,21,1,1,2,21,19,1,3,12,0
0,2,0,0,5,0,12,0,2,0,0,1039,5,0,5,5,90,麦克格文,0,26,后卫,103,0,0,2014,21,1,0,2,23,21,1,7,18,0
0,6,0,0,4,0,13,0,4,0,0,1040,6,0,6,1,90,汪强,0,31,后卫,83,0,0,2014,30,0,0,0,29,29,1,6,19,1
1,13,1,1,0,4,19,0,0,1,0,1411,0,0,7,1,76,邓卓翔,0,42,后卫,144,0,0,2014,41,2,0,1,38,37,1,3,34,0
0,3,0,0,0,4,4,0,2,2,0,1153,0,3,5,1,45,周通,0,15,中场,93,0,0,2014,14,0,0,0,9,9,0,3,15,0
0,3,0,1,0,0,2,0,0,0,0,1122,2,0,2,1,38,于海,0,9,中场,56,0,0,2014,8,1,0,1,7,6,0,2,6,0
0,6,0,1,1,2,16,0,0,0,0,1160,1,1,2,2,31,崔明安,0,26,中场,93,0,0,2014,24,1,0,0,20,20,0,2,18,0
0,8,0,2,0,0,0,0,1,2,0,2893,0,0,2,0,28,陈子介,2,10,前锋,35,0,0,2014,10,2,0,0,8,8,0,0,11,0
0,0,0,0,0,0,8,0,0,0,0,1069,0,0,0,5,90,杨智,0,12,门将,106,0,2,2014,7,0,0,0,6,6,0,4,7,0
0,0,0,0,0,0,13,0,0,0,0,1406,0,0,3,4,90,关震,0,17,门将,153,0,1,2014,13,0,0,2,15,13,0,1,9,0
0,7,0,0,1,0,23,0,2,1,0,1072,9,0,3,1,90,于洋,0,38,后卫,114,0,0,2014,37,0,0,1,34,33,2,5,16,0
0,3,2,0,7,0,15,0,3,1,0,1409,8,0,7,4,90,埃雷尔森,0,35,后卫,177,0,0,2014,31,1,0,3,25,22,0,10,23,0
0,9,1,0,1,3,8,0,0,0,0,1410,2,0,6,1,90,周云,0,24,后卫,142,0,0,2014,23,1,0,0,15,15,0,1,25,0
0,5,2,0,3,0,13,0,0,3,0,1303,5,0,6,6,88,吴高俊,0,28,后卫,158,0,0,2014,22,0,0,3,21,18,1,4,20,1
0,12,1,0,2,3,11,0,1,1,0,1211,3,0,6,0,90,孙凯,0,34,后卫,256,0,0,2014,34,1,0,0,26,26,4,5,35,1
0,7,0,0,13,0,17,0,2,0,0,1479,4,1,6,11,90,顾操,0,41,后卫,164,0,0,2014,30,0,0,4,25,21,2,11,20,0
0,11,1,0,1,4,18,0,1,0,0,1043,7,1,11,7,90,郑铮,1,45,后卫,196,0,0,2014,38,0,0,3,31,28,2,5,32,0
0,3,0,0,4,0,19,0,3,1,0,1044,1,1,9,8,90,戴琳,0,41,后卫,172,0,0,2014,33,1,1,4,32,28,1,10,22,0
0,14,1,0,0,2,12,0,2,1,0,1043,5,1,4,1,90,郑铮,0,32,后卫,136,0,0,2014,31,0,0,0,27,27,1,2,23,0
0,8,1,0,1,0,11,0,1,2,0,1415,6,1,3,1,90,任航,0,30,后卫,127,0,0,2014,29,0,0,0,24,24,5,8,19,0
0,7,0,0,0,2,5,0,0,1,0,1417,2,0,1,4,34,尹信荣,0,18,后卫,68,0,0,2014,14,0,0,2,15,13,0,5,13,0
0,2,2,0,12,1,15,0,1,1,0,1420,1,0,2,1,90,李昂,0,22,中场,149,0,0,2014,21,0,0,0,17,17,0,3,16,0
0,12,1,0,1,0,22,1,2,0,0,1421,1,0,5,5,90,安塔尔,0,44,中场,187,0,0,2014,39,2,2,2,37,35,5,5,33,0
0,12,1,0,0,1,12,0,1,0,0,1423,1,0,8,5,90,刘建业,0,37,中场,135,0,0,2014,32,0,0,4,33,29,0,5,29,1
0,6,2,1,6,0,18,1,2,2,0,1075,7,0,5,4,90,徐云龙,0,34,后卫,117,0,0,2014,30,1,0,1,29,28,2,5,20,0
0,20,1,1,0,4,14,0,0,3,0,1411,2,1,1,1,75,邓卓翔,0,38,后卫,122,0,0,2014,37,1,0,1,32,31,1,3,31,0
0,0,0,0,1,0,5,0,0,0,0,1371,0,0,0,3,90,顾超,0,6,门将,187,0,1,2014,3,0,0,3,6,3,0,1,2,0
0,0,0,0,0,0,7,0,0,0,0,1337,0,0,0,0,90,宗磊,0,9,门将,46,0,2,2014,9,0,0,0,8,8,0,2,3,0
0,0,0,0,0,0,5,0,0,0,0,1104,0,0,0,4,90,张烈,0,8,门将,75,0,0,2014,4,0,0,3,6,3,0,3,5,0
0,12,0,0,2,0,6,0,1,0,0,1106,2,1,3,0,90,张成林,0,25,后卫,124,0,0,2014,25,0,0,0,25,25,0,4,20,0
0,2,0,0,1,0,23,0,3,2,0,1341,3,0,7,2,58,埃德尔.利马,0,34,后卫,129,0,0,2014,32,0,0,1,30,29,4,2,24,0
0,0,0,0,0,0,10,0,0,0,0,1002,0,0,0,3,90,曾诚,0,11,门将,47,0,0,2014,8,0,0,3,11,8,0,1,8,0
0,0,0,0,0,0,8,1,0,0,0,1513,0,0,0,3,90,韩方腾,0,10,门将,263,0,6,2014,7,0,0,1,7,6,0,2,5,0
0,12,0,0,3,5,25,0,2,0,0,1006,2,1,11,2,90,梅方,0,56,后卫,220,0,0,2014,54,1,0,2,50,48,2,8,45,0
0,4,0,0,1,1,3,0,2,3,0,1517,2,0,3,1,65,刘小龙,0,11,后卫,71,0,0,2014,10,0,0,1,9,8,3,1,12,1
1,8,1,0,2,3,22,0,1,0,0,1007,3,0,11,5,90,张琳芃,0,50,后卫,182,0,0,2014,45,0,0,4,42,38,1,9,37,0
0,3,0,1,8,0,7,0,0,0,0,1304,5,0,4,2,90,杨善平,0,20,后卫,115,0,0,2014,18,1,0,0,16,16,2,6,11,0
0,6,0,0,8,0,14,0,1,2,0,1490,3,0,4,3,90,李磊,0,35,中场,178,0,0,2014,32,0,0,1,22,21,4,11,17,0
0,10,0,1,0,0,29,0,0,2,0,1051,5,3,11,1,90,乌索,0,59,中场,187,0,0,2014,58,1,0,0,52,52,2,9,48,0
0,8,0,0,2,4,23,0,3,1,0,1077,4,0,7,1,90,张辛昕,0,45,后卫,199,0,0,2014,44,0,0,1,32,31,2,7,32,0
0,0,0,0,0,0,12,0,0,0,0,1406,0,0,0,9,90,关震,0,15,门将,155,0,2,2014,6,0,0,4,10,6,0,3,9,0
0,5,1,0,5,0,18,0,0,0,0,1409,3,0,2,3,67,埃雷尔森,0,26,后卫,113,0,0,2014,23,2,1,1,20,19,1,1,15,0
0,4,0,0,2,0,25,0,1,1,0,1342,2,0,15,5,90,李玮峰,0,55,后卫,193,0,0,2014,50,0,0,1,47,46,4,11,42,1
0,5,0,0,4,0,30,0,2,0,0,1008,4,0,8,6,90,冯潇霆,0,51,后卫,164,0,0,2014,45,0,0,5,46,41,2,8,31,0
0,1,0,0,5,0,9,0,0,0,0,1311,3,0,6,0,90,王博,0,18,后卫,80,0,0,2014,18,0,0,0,17,17,1,2,12,0
0,10,1,0,0,1,19,1,4,1,0,1315,2,1,6,2,90,张野,0,39,中场,130,0,0,2014,37,0,0,1,34,33,4,4,31,0
0,4,0,0,1,6,14,0,2,0,0,1047,2,1,5,6,90,赵明剑,0,30,中场,168,0,0,2014,24,0,0,3,23,20,2,7,33,0
0,10,3,0,0,3,15,0,2,0,0,1053,5,1,5,2,64,张驰,0,33,中场,135,0,0,2014,31,1,0,1,29,28,3,3,25,0
1,10,1,0,0,0,7,0,0,2,0,1054,1,2,6,1,90,刘彬彬,0,27,中场,100,0,0,2014,26,0,0,1,26,25,1,4,26,0
0,15,0,0,0,5,12,0,0,1,0,1414,6,1,7,1,90,吴曦,1,38,后卫,131,0,0,2014,37,1,0,1,31,30,0,4,29,0
0,9,2,0,0,1,7,0,1,1,0,1415,5,0,1,1,45,任航,1,23,后卫,92,0,0,2014,22,0,0,0,16,16,1,6,21,0
0,16,6,0,3,2,9,0,1,0,0,1410,3,0,6,3,90,周云,0,34,后卫,156,0,0,2014,31,0,0,1,20,19,1,3,26,0
0,1,0,0,9,0,22,0,2,0,0,1375,5,0,3,5,90,石柯,0,30,后卫,131,0,0,2014,25,0,0,4,27,23,1,4,18,0
0,1,0,1,7,0,29,0,0,2,0,1107,4,0,12,2,90,孙继海,0,49,后卫,269,0,0,2014,47,1,0,2,46,44,2,7,41,0
0,8,1,0,1,9,22,0,1,0,0,1316,6,0,5,6,90,肇俊哲,0,41,中场,164,0,0,2014,35,0,0,5,36,31,0,6,23,0
0,6,0,0,10,0,6,0,0,0,0,1518,0,0,1,1,90,邵帅,0,15,后卫,76,0,0,2014,14,0,0,1,11,10,3,2,7,1
0,11,0,0,2,9,31,0,1,3,0,1049,0,1,7,3,90,王永珀,1,60,中场,274,0,0,2014,57,2,1,3,48,45,4,11,50,1
0,8,1,0,0,0,5,1,0,2,1,1056,1,0,4,1,74,吕征,3,18,中场,89,0,0,2014,17,3,3,0,15,15,1,1,23,0
0,9,1,0,5,2,17,0,2,0,0,1081,7,0,5,3,90,赵和靖,0,42,后卫,191,0,0,2014,39,0,0,1,33,32,4,11,37,0
0,12,0,0,7,2,23,0,0,2,0,1379,4,0,9,2,90,小王林,0,54,后卫,291,0,0,2014,52,0,0,0,42,42,1,10,47,0
0,14,1,0,3,4,17,0,3,4,1,1414,1,1,10,3,90,吴曦,0,47,后卫,173,0,0,2014,44,2,1,2,36,34,2,6,44,0
0,13,0,0,2,2,17,0,0,0,0,1345,5,0,9,1,90,白岳峰,0,44,后卫,138,0,0,2014,43,0,0,1,37,36,3,5,36,0
0,28,1,1,1,1,25,0,2,3,0,1220,9,0,6,14,90,叶重秋,0,65,中场,205,0,0,2014,51,1,0,11,57,46,5,6,55,0
0,1,0,0,7,0,5,0,0,0,0,1520,1,0,3,2,90,王大龙,0,15,后卫,85,0,0,2014,13,0,0,0,12,12,2,6,9,0
0,8,4,2,1,3,10,0,2,2,0,1050,1,0,7,2,77,张文钊,0,27,中场,124,0,0,2014,25,3,1,1,22,21,1,2,30,0
0,9,0,3,1,6,28,2,1,0,1,1059,1,3,14,2,90,蒙蒂略,0,60,中场,275,0,0,2014,58,7,3,2,47,45,0,9,60,1
0,19,3,0,1,0,37,0,0,1,0,1420,7,0,9,12,90,李昂,0,85,中场,280,0,0,2014,73,0,0,6,69,63,3,20,60,0
0,11,0,1,4,0,24,0,2,1,0,1083,8,0,7,4,90,马季奇,0,48,中场,134,0,0,2014,44,2,0,4,41,37,5,6,40,0
0,22,1,0,5,2,11,0,2,4,0,1415,1,1,5,1,90,任航,0,42,后卫,196,0,0,2014,41,0,0,1,34,33,3,4,38,0
0,16,0,0,2,1,12,0,1,0,0,1110,6,0,4,6,90,陈昌源,0,44,后卫,193,0,0,2014,38,0,0,4,39,35,2,12,39,0
0,16,0,1,2,2,31,0,1,0,0,1221,4,0,15,6,90,于涛,0,70,中场,236,0,0,2014,64,1,0,4,59,55,4,8,60,0
0,5,1,0,2,0,9,0,0,0,0,1521,1,0,2,5,90,许东,0,22,后卫,126,0,0,2014,17,1,1,3,18,15,1,6,17,0
0,4,0,0,5,1,10,1,2,0,0,1523,3,0,3,5,90,李健,0,22,后卫,111,0,0,2014,17,0,0,0,10,10,2,5,15,0
0,7,1,0,0,3,7,0,0,1,0,1014,2,1,6,1,45,荣昊,0,20,后卫,101,0,0,2014,19,0,0,1,16,15,1,0,13,0
0,5,0,0,1,1,11,0,3,1,0,1526,0,0,3,3,90,韩旭,0,24,中场,82,0,0,2014,21,1,0,2,17,15,2,5,20,0
0,3,2,0,0,1,4,0,1,0,0,1527,1,0,4,0,59,李家赫,0,13,中场,59,0,0,2014,13,0,0,0,9,9,2,2,7,0
0,8,0,0,1,2,14,0,1,0,0,1494,0,1,2,5,75,黄希扬,0,32,中场,110,0,0,2014,27,1,1,1,22,21,3,8,24,1
0,13,1,1,0,0,25,0,1,0,0,1051,9,0,10,2,90,乌索,0,55,中场,169,0,0,2014,53,2,0,1,43,42,4,7,28,0
0,12,1,0,3,0,7,0,2,2,0,1495,3,1,2,1,90,杨阔,0,26,中场,135,0,0,2014,25,0,0,0,22,22,3,5,25,0
1,12,0,0,1,0,35,0,2,2,0,1060,2,0,8,1,90,金敬道,0,63,中场,202,0,0,2014,62,1,0,1,52,51,1,8,48,0
0,8,1,0,3,1,13,0,1,1,0,1431,2,0,9,2,90,杨昊,0,32,中场,125,0,0,2014,30,1,0,2,28,26,0,2,28,0
0,8,0,0,1,1,8,1,1,1,0,1062,0,0,2,3,70,洛维,0,23,前锋,131,0,0,2014,20,3,2,3,16,13,0,5,21,1
0,12,0,1,2,0,13,0,1,5,0,1432,0,1,6,1,90,埃利亚斯,0,34,前锋,131,0,0,2014,33,2,1,0,24,24,1,3,28,0
0,3,1,0,3,0,31,0,1,0,0,1421,4,0,9,5,90,安塔尔,0,55,中场,204,0,0,2014,50,2,0,1,46,45,2,12,40,0
0,10,2,0,3,0,19,0,3,0,0,2391,4,0,8,3,90,卢卡斯,0,44,后卫,169,0,0,2014,41,0,0,2,38,36,2,7,32,1
0,12,0,0,2,0,17,0,1,2,0,1349,4,0,10,3,70,曹阳,0,44,后卫,142,1,0,2014,41,0,0,3,39,36,3,5,36,0
0,10,1,0,3,2,19,1,1,2,0,1350,2,1,7,6,90,苑维玮,0,48,后卫,214,0,0,2014,42,0,0,1,41,40,1,12,40,0
0,7,2,0,7,0,12,0,3,2,0,1528,5,0,2,2,90,亚当休斯,0,25,中场,108,0,0,2014,23,0,0,1,17,16,3,4,12,0
0,2,1,0,0,0,21,0,4,2,1,1017,3,1,10,3,56,雷内,0,37,中场,134,0,0,2014,34,3,1,2,31,29,2,4,23,0
0,15,0,1,0,5,22,0,0,2,0,1223,1,2,9,4,90,王赟,0,48,中场,237,0,0,2014,44,1,0,3,43,40,1,2,42,0
0,6,2,0,1,2,11,0,0,0,0,1322,2,0,3,4,61,金泰延,0,21,中场,74,0,0,2014,17,1,0,2,16,14,3,1,15,0
0,11,1,0,1,1,9,0,4,1,0,1224,1,0,8,1,90,刘峻楠,0,30,中场,126,0,0,2014,29,1,0,0,22,22,1,2,27,0
0,1,1,0,0,3,5,0,0,1,0,1496,1,0,8,1,62,徐洋,0,16,中场,43,0,0,2014,15,2,0,1,11,10,1,2,13,0
1,10,2,0,0,1,17,0,2,4,0,1500,8,1,10,3,90,张力,0,44,中场,143,0,0,2014,41,2,1,0,34,34,4,7,32,0
0,6,0,0,0,3,5,1,0,1,0,1433,0,0,5,1,54,陶源,1,16,前锋,101,0,0,2014,15,1,0,0,9,9,1,0,23,0
0,1,0,0,0,0,1,0,1,1,0,1410,0,0,0,0,90,周云,0,2,后卫,6,0,0,2014,2,0,0,0,2,2,0,0,2,0
0,5,1,0,1,0,7,0,0,0,0,1041,2,1,2,0,26,王彤,0,17,后卫,54,0,0,2014,17,0,0,0,15,15,0,3,12,1
0,18,0,0,1,0,23,0,2,4,0,1423,4,0,6,2,90,刘建业,0,52,中场,161,0,0,2014,50,0,0,2,49,47,2,5,41,0
0,15,0,0,0,5,18,0,2,1,0,1085,1,0,10,1,90,张稀哲,0,45,中场,238,0,0,2014,44,2,1,1,40,39,0,2,45,1
